Action taken,Cause,"City, County",Emissions estimation method,Event began,Event ended,Physical location,Regulated entity RN number,Regulated entity name,This is based on the,Type(s) of air emissions event,report_id
"The residue compressors were brought back online by the plant operators. The AGI was sucessfully loaded which ended acid gas flaring. The site's flare was maintained in constant operation during this event, flare pilots were monitored and no bypassing of the control device occurred.","The residue compressors 1006 went down on CAT Engine Failure causing 1007 to go down on high suction pressure. The plant inlet volume increased which sent more acid gas to the AGI compressors so the AGI was started up, but operations had difficulty starting the unit up and send acid gas to flare.","GOLDSMITH, ECTOR","Flaring emissions based upon metered gas volume, gas analysis and event duration. Calculations based upon TCEQ guidance document known as RG-109.",08/16/2017 11:00AM,08/16/2017 5:11PM,FROM THE INTERSECTION OF US-385 AND 2ND ST IN ODESSA HEAD NORTHWEST ON US-385 FOR 1.1 MILES GO SLIGHTLY WEST ONTO TX-450 SPUR FOR 2.8 MILES CONTINUE ON TX-302 FOR 9.8 MILES TURN NORTH ON FM 866 DESTINATION WILL BE EAST IN 4.6 MILES,RN107088759,JAMES LAKE GAS PLANT,INITIAL REPORT,EMISSIONS EVENT,265580
,Scheduled for Further Repairs; PENDING DISPATCH TO STOPPAGE MITIGATION TEAM,"HOUSTON, HARRIS",,08/13/2017 2:15PM,08/13/2017 2:15PM,,RN100217603,PWE WWTP 69TH STREET,FINAL REPORT,WASTEWATER BYPASS,265581
,"Domestic Sewer. Visual Observation, Main Jetted, Spill Contained, Overflow Vacuumed, Overflow Stopped, Area Disinfected, and Blockage Cleared Monthly Summary Report received 8/11/17",", NUECES",,07/30/2017 6:15PM,07/30/2017 7:00PM,6500 BLOCK OF GREENWOOD DRIVE CORPUS CHRISTI TEXAS,RN101610400,GREENWOOD PLANT,FINAL REPORT,WASTEWATER BYPASS,265582
,"Domestic Sewer, Spill Contained, Overflow Vacuumed, Overflow Stopped Area Disinfected, and Blockage Cleared Monthly Summary Report received 8/11/17","CORPUS CHRISTI, NUECES",,07/06/2017 8:00PM,07/06/2017 9:00PM,13909 WHITECAP BLVD CORPUS CHRISTI TX,RN101609782,WHITECAP PLANT,FINAL REPORT,WASTEWATER BYPASS,265583
"This is a standard process, not an upset condition. All of the facilities and emissions control devices at this site are operating as designed and where applicable, are authorized. Where possible, Chevron Field personnel shut-in wells to minimize the overall volume of gas going to the centrally located flare. Within levels conducive to a safe working environment, the remaining field locations were allowed to pressure up before any gas was routed to the centrally located emergency flare. Chevron will discontinue flaring immediately uponrepairing equipment.",We are changing catalyst in the Treater Bed A. We needed to remove the NGL liquid from the bed. We utilized methane gas to pressurize the vessel in order to move the liquid over to the truck. The Methane was then flared in order to de-pressure the vessel and truck to a safe pressure after loading.,"MIDLAND, ANDREWS","Reportable quantities, process knowledge, excel spreadsheet, metered volumes, and gas analysis were used in the calculations.",08/16/2017 2:55PM,08/16/2017 4:25PM,N ON FM 1788 FROM FM 158 DRIVE 8 MI AND TURN E AT CHEVRON TEXACO MABEE SIGN FOLLOW LEASE RD TO PLANT,RN102535796,MABEE RANCH C02 PLANT,FINAL REPORT,EMISSIONS EVENT,265588
This complaint has been assigned and will be further investigated by an Environmental Investigator.,Refined oil-asphalt emulsion spilled from distributor truck.,"WOODWAY, MCLENNAN",More information will be available upon approval of the investigation report.,01/16/2017 2:30AM,08/16/2017,,RN104041694,GENERIC INCIDENT ZIP CODE 76712,INITIAL REPORT,EMERGENCY RESPONSE,265590
,Chlorinated Excursion; Cleared Private Line; Cleaned and Disinfected; Notified Health Department (COH-DHHS); A WORK ORDER HAS BEEN GENERATED AND SUBMITTED TO ALLEN WARREN FOR DISPATCH TO A STOPPAGE MITIGATION TEAM. CLEARED SERVICE,"HOUSTON, HARRIS",,08/12/2017,08/12/2017,"3013 Galveston Rd, Houston, TX",RN101612463,SIMS BAYOU WWTP,FINAL REPORT,WASTEWATER BYPASS,265593
The Emergency Response oversight has been completed. The incident information has been referred to the Air Section.,"On January 7, 2017, at 1116 hours, Ms. Diane Otto, Exxon Mobil, called with an initial notification of an air release. On January 7, 2017, an estimated 1200 pounds of sulfur dioxide was released at 2800 Decker Dr., Baytown (Harris County), TX 77520.","BAYTOWN, HARRIS",,01/07/2017 8:00AM,01/07/2017 4:00PM,,RN102579307,EXXON MOBIL BAYTOWN REFINERY,INITIAL REPORT,EMERGENCY RESPONSE,265595
,Chlorinated Excursion; Cleared Private Line; Cleaned and Disinfected;,"HOUSTON, HARRIS",,08/13/2017,08/13/2017,,RN100217603,PWE WWTP 69TH STREET,FINAL REPORT,WASTEWATER BYPASS,265599
,Chlorinated Excursion; Cleared Private Line; Cleaned and Disinfected; evidence of sewer sanitary overflow on private side put 1oz chlorine and wash down backyard cleared service line od debris,"HOUSTON, HARRIS",,08/13/2017,08/13/2017,"3013 Galveston Rd, Houston, TX",RN101612463,SIMS BAYOU WWTP,FINAL REPORT,WASTEWATER BYPASS,265600
,Chlorinated Excursion; Cleared Private Line; Cleaned and Disinfected; cleared sewer service line of heavy tissue used jet power 2 evidence sewer sanitary overflow private 1 Oz chlorine,"HOUSTON, HARRIS",,08/13/2017,08/13/2017,"3013 Galveston Rd, Houston, TX",RN101612463,SIMS BAYOU WWTP,FINAL REPORT,WASTEWATER BYPASS,265601
,Chlorinated Excursion; Cleared Main Line; Cleaned and Disinfected; Scheduled for Further Repairs; Notified Health Department (COH-DHHS); PENDING DISPATCH TO STOPPAGE MITIGATION TEAM per1521 rnorris Cleared main line of excessive grease sso public 4gpm 3oz,", HARRIS",,08/13/2017 6:31PM,08/13/2017 8:59PM,,RN101611663,SOUTHWEST PLANT,FINAL REPORT,WASTEWATER BYPASS,265603
"The instrument air piping was repaired and the 116J compressor was safely re-started. The unit was stabilized, and flaring ceased at approximately 11:30 p.m. on August 16, 2017.","On August 16, 2017, a 3rd party contractor damaged instrument air piping to the seal steam control valves on the 116J compressor while performing work in the area. The subsequent loss of instrument air triggered an automatic shutdown of the 116J compressor due to low vacuum pressure on the surface condenser. The 116J shutdown caused a unit upset in the Propylene Dehydrogenation Unit (PDH1) distillation area which resulted in process gas routed to the flare to relieve pressure from the affected process equipment.","HOUSTON, HARRIS","Emissions estimates are based on engineering estimate and judgment, stream speciation, flare flow rate, estimated duration, and engineering calculations. Propylene emissions as a result of this event are estimated to have exceeded the state Reportable Quantity. This final report also includes identification of non-reportable components released during the event. The event began on August 16, 2017 at approximately 4:30 p.m. and ended at approximately 11:30 p.m. For the purpose of this report, the duration for this event was 7 hours. The initial STEERS Report was entered as soon as possible, but not later than 24 hours after the discovery of the event as per §101.201(a)(1)(A).",08/16/2017 4:30PM,08/16/2017 11:30PM,LOCATED ON HWY 225 BETWEEN GOODYEAR DR AND ALLEN-GENOA RD APPROX 1 MILE EAST OF 610 LOOP,RN102576063,FLINT HILLS RESOURCES HOUSTON CHEMICAL,FINAL REPORT,EMISSIONS EVENT,265604
"Once power was restored, VRUs were re-started to resume proper control.","During overnight storm, power outage caused VRUs to lose power.","STANTON, MARTIN","The gas flow rate, composition of the gas, and the molecular weight of the constituents were used to determine the total emissions.",08/17/2017 8:30AM,08/17/2017 5:00PM,FRM STANTON GO W ON I-20 FOR 5MI GO R TOWARD CO RD 3001 - FN 829 GO FOR 3.7MI GO L ONTO FM 1212 N FOR 7.3MI GO R FOR 2.2MI THE SITE IS ON THE R,RN107932550,SALE RANCH 37-17H TANK BATTERY,FINAL REPORT,EMISSIONS EVENT,265607
"The Houston Region has received the final report for review. For further information, refer to investigation number XXXXXX.","On July 10, 2017, at approximately 0639 hours, Mr. Travis Bishop, with Hazmat International, called with an initial notification of a spill. On July 10, 2017, approximately 60 gallons of diesel, was spilled at on I-45 Southbound, 400 yards North of Shepard Hill Road, near Willis, TX 77378.","WILLIS, MONTGOMERY",,07/10/2017 1:30AM,07/10/2017 7:00AM,,RN104044961,GENERIC INCIDENT ZIP CODE 77378,INITIAL REPORT,EMERGENCY RESPONSE,265617
,Chlorinated Excursion; Cleared Main Line; Cleaned and Disinfected; 5GPM 1OZ CHOLORINE,"HOUSTON, HARRIS",,08/13/2017 11:03AM,08/14/2017 12:00PM,ON 5565 KIRKPATRICK BLVD,RN101611903,HOMESTEAD WWTP,FINAL REPORT,WASTEWATER BYPASS,265627
,Scheduled for Further Repairs; No SSO. NO CITY SEWER LINE STOPPED UP. I asked my supervisor Bryan Gibson to assist me I spoke with the customer mister Meijer,"HOUSTON, HARRIS",,08/03/2017,08/03/2017,,RN101610665,NORTHWEST WWTP,FINAL REPORT,WASTEWATER BYPASS,265628
,Chlorinated Excursion; Cleared Main Line; Cleaned and Disinfected,", HARRIS",,08/03/2017 5:13PM,08/03/2017 7:32PM,,RN101611663,SOUTHWEST PLANT,FINAL REPORT,WASTEWATER BYPASS,265631
,Cleared Private Line; Cleaned and Disinfected; 2 gpm a work order has been created and pending tv,", HARRIS",,08/03/2017 9:46PM,08/04/2017 9:25AM,,RN101611663,SOUTHWEST PLANT,FINAL REPORT,WASTEWATER BYPASS,265633
The suction and discharge valves on the 3rd stage cylinder were replaced. The unit was reset and put back in service.,Flared acid gas due to acid gas compressor shutdown on 3rd stage rod load.,"COYANOSA, REEVES","Gas composition associated with this gas stream, EPA and state emission factors, and measured gas volumes released.",08/17/2017 10:00AM,08/17/2017 4:25PM,1220 COUNTY ROAD 101,RN109548016,DELAWARE BASIN GAS PLANT,FINAL REPORT,EMISSIONS EVENT,265635
,Chlorinated Excursion; Cleared Main Line; Cleaned and Disinfected;,"HOUSTON, HARRIS",,08/03/2017 4:28PM,08/03/2017 5:52PM,"On the Northwest corner of the intersections of West Houston Center Boulevard and Alief Clodine Road in the CIty of Houston, Harris County, Texas",RN101607174,UPPER BRAYS WWTP,FINAL REPORT,WASTEWATER BYPASS,265636
,Cleared Private Line; Cleaned and Disinfected;,"HOUSTON, HARRIS",,08/01/2017,08/01/2017,,RN100217603,PWE WWTP 69TH STREET,FINAL REPORT,WASTEWATER BYPASS,265638
,Cleaned and Disinfected; Presumed corrected by private owner;,"HOUSTON, HARRIS",,08/01/2017,08/01/2017,,RN101610988,EASTHAVEN WWTP,FINAL REPORT,WASTEWATER BYPASS,265639
,Cleared Private Line; Cleaned and Disinfected;,"HOUSTON, FORT BEND",,07/31/2017,07/31/2017,,RN101607695,GREENRIDGE WWTP,FINAL REPORT,WASTEWATER BYPASS,265640
,Scheduled for Further Repairs; 5 gpm a work order has been created and pending dispatch for a stoppage mitigation team,", HARRIS",,08/01/2017 10:04AM,08/01/2017 10:04AM,,RN101611663,SOUTHWEST PLANT,FINAL REPORT,WASTEWATER BYPASS,265641
"Enbridge personnel and I&E techs worked to bring the equipment back into compliance as safely and quickly as possible once power was restored. To mitigate emissions during this event, the thermal oxidizer and flare were utilized.",Pittsburg plant experienced an upset due to a loss of utility power.,"PITTSBURG, CAMP",Engineering Calculations and Process Knowledge. Enbridge uses a smoke/no smoke approach to opacity.,08/17/2017 6:40AM,08/17/2017 11:55AM,TURN RIGHT ON FM 993 IN PITTSBURG GO 0.25 MI TURN LEFT AT Y ON FM 2254 GO 4.0 TO 5.0 MI TO NEW TESTAMENT CHURCH SIGN TURN RIGHT ON OIL TOP RD CAMP 1140 PLANT IS 1.0 MI ON THE LEFT SIDE OF ROAD,RN100223783,PITTSBURG GAS PLANT,FINAL REPORT,EMISSIONS EVENT,265643
Engineering and operations personnel are investigating the root cause of the issue and will be making changes to rectify the situation.,"Excess water in the pipeline caused the purchaser to shut the sales valve. In an effort to mitigate the issue, Apache had to blowdown three sections of the sales pipeline, resulting in gas venting to the atmosphere.",", REEVES",Quantities were determined based on engineering estimates using approximate gas volumes and compositions.,08/16/2017 4:03PM,08/17/2017 4:03PM,TAKE TOYAH EXIT OFF I 20 TURN NORTH ON 2903 IN TOYAH GO .1 MILES TO T TURN WEST FOR .2 MILES TO STOP SIGN TURN NORTH FOR .2 MILTO TO T TURN EAST GO .1 MIL TURN NORTH ON CR 221 FOR 2.3 MILES TO Y TRAVEL NORTH ON CR 222 FOR 2.2 MILES TURN E FOR 2.5 MI,RN109803452,NORTH TIE IN,INITIAL REPORT,EMISSIONS EVENT,265646
The incident has been assigned and will be further investigated by an environmental investigator.,Midland Fire Department notified about a rig truck rollover spilling an unknown amount of ethanol.,", MIDLAND",More information will be available upon approval of the investigation report.,08/11/2017,08/11/2017,,RN105219364,GENERIC INCIDENT ZIP CODE 79706,INITIAL REPORT,EMERGENCY RESPONSE,265653
,,"HEMPHILL, SABINE",,08/03/2017,08/05/2017,LOCATED ON THE WEST SHORELINE OF TOLEDO BEND RESERVOIR APPROX 5 MILES EAST TO THE INTERSECTION OF STATE HWY 87 AND FM 3315 IN,RN101199404,BEECHWOOD WSC,INITIAL REPORT,BOIL WATER NOTICE (BWN),265655
The Vacuum Flasher 3 unit was shutdown. The unit was stabilized and restarted.,"On 8/17/2017 at approximately 7:42AM, it was discovered that three atmospheric relief valves on the Vacuum Flasher 3 transfer line were relieving residue to atmosphere. No reportable quantities were exceeded. The total air emissions from this event are estimated as follows: Heptanes/C7 Hydrocarbons - 0.42 lbs; Octanes/C8 Hydrocarbons - 2.46 lbs; Nonanes/C9 Hydrocarbons - 7.8 lbs; Decanes/C10 Hydrocarbons - 17.42 lbs; Undecanes/C11 Hydrocarbons - 22.59 lbs; Dodecanes/C12 Hydrocarbons - 29.47 lbs; Tridecanes/C13 Hydrocarbons - 33.79 lbs; Tetradecanes/C14 Hydrocarbons - 34.78 lbs; Pentadecanes/C15 Hydrocarbons - 34.32 lbs; Hexadecanes/C16 Hydrocarbons - 25.08 lbs; Heptadecanes/C17 Hydrocarbons - 24.28 lbs; Octadecanes/C18 Hydrocarbons - 30.83 lbs; Nonadecanes/C19 Hydrocarbons - 14.65 lbs; Icosanes/C20 Hydrocarbons - 20.92 lbs; Henicosanes/C21+ Hydrocarbons - 169.64 lbs. Based on the information known at the time of this report, Shell is not aware of any confirming information that would indicate that the affirmative defense criteria could not be met for this emission event. However, because the investigation of the emission event has not yet been completed, Shell's ""Yes"" response to the affirmative defense question below may not represent a final response for determining application of the affirmative defense. The indicated response to the question was required for purposes of completing and submitting this initial report in a timely manner. Additional information regarding the basis for Shell's response to the affirmative defense question may be providedupon request when available.","DEER PARK, HARRIS",Relief Valve Design Specifications. Process Data. Heat and Material Balance Data.,08/17/2017 7:42AM,08/17/2017 9:25AM,,RN100211879,SHELL OIL DEER PARK,FINAL REPORT,EMISSIONS EVENT,265657
"I&E technicians were immediately called out to troubleshoot, repair, and restart the VCU. Temperature probe calibrations were performed along with adjustments to the PLC panel to restart and maintain operation of the VCU. As soon as the VCU was restarted, the emission event ended.","The VCU was shut down by the panel on pilot failure and then multiple high temperature shutdowns. This caused acid gas to be routed to the acid gas vent, VENT-1","STANTON, MARTIN","Step 1: For each gas component, calculate Net Molecular Weight (MW): Net MW (lb/lb-mole) =Mole % of Component/100 x MW of Component Example using propane: Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole Step 2: Calculate the Mass of Each Gas Component Emitted Mass of Component = (Net MW of Component/Molar Volume) x Volume Emitted Molar Volume = 379.5 scf/lb-mole Volume Emitted = Recorded Data From Flow Meter Or Calculated in the Case of Pipeline Releases as Follows: Cross-Sectional Area x Length x (Pipeline Pressure + Atmospheric Pressure)/Atmospheric Pressure Example using propane and recorded data: Volume emitted = 572,000 scf Mass of Propane Emitted = (3.86 lb/lb-mole)/(379.5 scf/lb-mole) x 572,000 scf = 5,818 lb Example using propane and calculated area: Pipe Diameter,d = 12 inches Pipe Length, l = 165,470 feet Pipe Pressure, ppipe = 50 psig Atmospheric Pressure, patmos = 14.70 psia Volume = (Pi)(d2/4)(l)(( ppipe + patmos)/ patmos) = (3.141592)((12/12)^2/4))(165,470)((50 + 14.7)/14.7) = 572,000 scf Mass of Propane Emitted = (3.86 lb/lb-mole)/(379.5 scf/lb-mole) x 572,000 scf = 5,818 lb For venting episodes, this calculation is repeated for each gas component and the mass emission rate is transferred automatically to the U/M Form. Proceed to Step 3 for flaring episodes. Step 3: For flaring episodes, 98 percent destruction efficiency is used for Calculation of VOC emissions. Products of combustion are calculated in Steps 4 and 5. Example using propane: Mass of Propane Emitted = (1 - 0.98)(5,818 lb) = 116.36 lb This calculation is repeated for each gas component and the emission rate is transferred automatically to the U/M Form. Step 4: Calculate NOx and CO Emissions from Combustion. Products of combustion, namely NOx and CO are calculated using AP-42 emission factors for flares. Specifically, the factors are taken from AP-42 Table 13.5-1, 4/15. Example calculations: NOx Factor = 0.068 lb/mmbtu CO Factor = 0.31 lb/mmbtu Lower Heat Value of Gas = 1305 btu/scf (obtained from gas analysis) Mass Emission, lb = AP-42 Factor x LHV x Flared Volume NOx Emission = 0.068 lb/mmbtu x 1305 mmbtu/mmscf x 0.572 mmscf= 50.76 lb CO Emission = 0.31 lb/mmbtu x 1305 mmbtu/mmscf x 0.572 mmscf= 231.41 lb Step 5: Calculate SO2 Emissions from Combustion. SO2 emissions are calculated based on the H2S concentration in the gas stream to be flared. Assumes 100 percent conversion of H2S to SO2. Western’s facilities are all in sweet gas service, therefore, H2S emissions are negligible for any assumed destruction efficiency. Example calculations: H2S Concentration = 0.5 ppm Gas Volume Flared = 572,000 scf Mass Emission =((Flared Volume)(H2S Fraction)/(H2S Ideal Gas Density))(MW SO2/MW H2S) =(572,000 scf)(.5ppm/1,000,000)/(11.14 lb/scf)((64.07lb SO2 /lb-mole)/(34.08 lb H2S /lb-mole)) = 0.05 lb SO2 = 276.19 lb",08/16/2017 6:00PM,08/17/2017 1:45AM,"FROM STANTON, TEXAS: FOLLOW I-20 WEST FOR APPROXIMATELY 5.5 MILES, THEN HEAD NORTH ON COUNTY ROAD 3001/FM829. FOLLOW FM829 FOR APPROXIMATELY 3.5 MILES, THEN TURN LEFT ONTO FM1212. FOLLOW FM1212 FOR APPROXIMATELY 12.2 MILES. THE SITE WILL BE ON THE LEFT.",RN108740143,BUFFALO GAS PLANT,FINAL REPORT,EMISSIONS EVENT,265658
